Date,Company,Ticker,Sentiment,Title
2024-08-20,vista_energy,VIST,-0.3612,"JPMorgan sees upside in Vista Oil & Gas stock, strategic focus on Argentinian shale"
2024-08-22,vista_energy,VIST,-0.6808,"A minimum data set—Core outcome set, core data elements, and core measurement set—For degenerative cervical myelopathy research (AO Spine RECODE DCM): A consensus study"
2024-08-22,cemig,CIG,-0.743,Judge dismisses lawsuit accusing X of discrimination over return-to-work policy
2024-08-23,cemig,CIG,-0.2292,"Stream It Or Skip It: ‘Stress Positions’ on Hulu, Theda Hammel’s Highly Unconventional LGBTQ+ COVID Satire Starring John Early"
2024-08-24,cemig,CIG,-0.296,No vaping in the boys’ room: E-cig detectors would be required in NYC schools under bill
2024-08-24,raizen,RAIZ4.SA,-0.9274,"Wildfires affecting 30 cities in Brazil's Sao Paulo state, leave 2 dead"
2024-08-24,raizen,RAIZ4.SA,-0.5574,Wildfires rage in sugar cane fields in Brazil's southeast
2024-08-26,raizen,RAIZ4.SA,-0.6815,"Fires in Brazil cane fields controlled, damage to sugar crop being assessed"
2024-08-26,raizen,RAIZ4.SA,-0.9578,Three arson suspects arrested for setting fires in Brazil farmland
2024-08-26,raizen,RAIZ4.SA,-0.9694,Three arson suspects arrested for setting fires in Brazil farmland
2024-08-26,cemig,CIG,-0.1027,"Lady Gaga's ""Die With A Smile"" Dance"
2024-08-27,raizen,RAIZ4.SA,-0.8807,Four arson suspects arrested for setting fires in Brazil farmland: Police
2024-08-27,braskem,BAK,-0.9393,Pogust Goodhead Issues Statement as BHP Fails to Adequately Address Brazilian Dam Disaster in Year-End Earnings Results
2024-08-28,vista_energy,VIST,-0.891,Stolen influencer pics used to promote Trump could be 'tip of the iceberg': report
2024-08-28,vista_energy,VIST,-0.9267,'This story is from Mississippi': PA Democrats pounce as rival conflates Philadelphias
2024-08-28,vista_energy,VIST,-0.9806,'Sickening': Trump post spurs outrage — and new accusations that he broke the law
2024-08-29,geb,GEB.CL,-0.3182,Skeptical Science New Research for Week #35 2024
2024-08-29,braskem,BAK,-0.6124,China Reminds South Korea That Time Isn’t On Its Side
2024-08-30,braskem,BAK,-0.8519,RVFV virulence factor NSs triggers the mitochondrial MCL-1-BAK axis to activate pathogenic NLRP3 pyroptosis
2024-08-30,cemig,CIG,-0.8063,The best memes about Keir Starmer’s proposed smoking ban
2024-09-02,cemig,CIG,-0.8591,Putin warns students about vapes
2024-09-03,braskem,BAK,-0.9371,Norovirus-mediated translation repression promotes macrophage cell death
2024-09-05,braskem,BAK,-0.9657,Centrosome amplification primes ovarian cancer cells for apoptosis and potentiates the response to chemotherapy
2024-09-05,enel_chile,ENIC,-0.5994,Laboratory evidence of the nonresonant streaming instability in the formation of quasiparallel collisionless shocks at high Alfvénic Mach number
2024-09-05,cemig,CIG,-0.932,Teenage E-Cigarette Use Drops to a 10-Year Low
2024-09-06,vale,VALE,-0.5423,"Vale, BHP, Samarco could close $18 billion deal over Brazil dam collapse, sources say"
2024-09-06,vale,VALE,-0.3818,Professor Pledges to Remove Name from Brauer Museum if Valparaiso University Moves Forward with Deaccession
2024-09-06,vale,VALE,-0.4939,"A chemical explosion rocked this quiet town, and residents are still reeling from the shockwave"
2024-09-06,vale,VALE,-0.1531,"Vale, BHP, Samarco could close $18 billion deal over Brazil dam collapse, sources say"
2024-09-06,cemig,CIG,-0.802,29 Hotel Employees Share Their Most Unforgettable Moments With Guests
2024-09-06,braskem,BAK,-0.8225,Braskem SA faces $5 billion lawsuit over damages
2024-09-07,vale,VALE,-0.3818,Portugal high-security jailbreak sees five inmates escaping by ladder
2024-09-07,vale,VALE,-0.7096,IISF offers momentum for sustainable management of critical minerals
2024-09-08,vale,VALE,-0.98,'Very dangerous' British prisoner among five inmates to escape from high-security jail in Portugal
2024-09-09,vale,VALE,-0.9584,British prisoner among five to escape Portuguese jail
2024-09-09,vale,VALE,-0.8353,Marvel vs. Capcom Fighting Collection: Arcade Classics é um tesouro! Análise / Review
2024-09-09,vale,VALE,-0.9854,Former Fashion Mogul Sentenced to 11 Years For Sexual Abuse
2024-09-10,copel,ELP,-0.9719,Phycocyanin attenuates skeletal muscle damage and fatigue via modulation of Nrf2 and IRS-1/AKT/mTOR pathway in exercise-induced oxidative stress in rats
2024-09-10,geb,GEB.CL,-0.8979,Bogotá Adds Risk of Power Cuts to Its Months-Long Water Shortage
2024-09-10,petrobras,PBR,-0.2263,"Petrobras, Shell Partnership Bags 26 Pelotas Basin Concession Contracts"
2024-09-10,companhia_paranaense_de_energia,ELP,-0.9719,Phycocyanin attenuates skeletal muscle damage and fatigue via modulation of Nrf2 and IRS-1/AKT/mTOR pathway in exercise-induced oxidative stress in rats
2024-09-10,braskem,BAK,-0.7783,CosmicBeetle steps up: Probation period at RansomHub
2024-09-10,vale,VALE,-0.1027,"Apple tax bonanza hands Ireland political, reputational headache"
2024-09-10,petrobras,PBR,-0.4767,CFRA downgrades SLB stock to Hold rating with reduced price target
2024-09-11,companhia_siderurgica_nacional,SID,-0.8779,Texas is Running Out of Water
2024-09-11,braskem,BAK,-0.3612,Oil Giant ADNOC Set to Make Formal $16-Billion Offer for Covestro
2024-09-11,vale,VALE,-0.802,Ireland wonders how to spend Apple’ back tax bonanza
2024-09-11,companhia_siderurgica_nacional,SID,-0.815,The New Rangers' Villains Exposed
2024-09-11,vale,VALE,-0.7256,List of victims on 9/11/2001. Lest we forget!
